airport_ident,length_ft,width_ft,closed,le_ident,he_ident
0FD9,1975.0,60.0,0,04,22
0FL0,2300.0,100.0,0,14,32
0FL1,2575.0,50.0,0,09,27
0FL2,2000.0,100.0,0,05,23
0FL3,60.0,60.0,0,H1,
0FL4,100.0,100.0,0,H1,
0FL5,2000.0,100.0,0,ALL,WAY
0FL6,500.0,60.0,0,18,36
0FL7,35.0,35.0,0,H1,
0FL8,2000.0,100.0,0,09,27
0FL9,3400.0,116.0,0,09,27
0FL9,2750.0,100.0,0,17,35
0G0,2830.0,50.0,0,10,28
0G5,3000.0,2000.0,0,03,21
0G5,15000.0,1500.0,0,09,27
0GA0,2150.0,50.0,0,01,19
0GA1,2000.0,75.0,0,13,31
0GA2,2600.0,60.0,0,08,26
0GA3,2000.0,100.0,0,18,36
0GA5,100.0,100.0,0,H1,
0GA6,2100.0,150.0,0,15,33
0GA8,3000.0,100.0,0,03,21
0GA9,4400.0,100.0,0,07,25
0GE0,2000.0,30.0,0,02,20
0GE1,3000.0,40.0,0,04,22
0GE3,2000.0,50.0,0,06,24
0GE4,1045.0,80.0,0,09,27
0GE4,1000.0,80.0,0,18,36
0GE5,2500.0,200.0,0,N,S
0GE7,3000.0,90.0,0,01,19
0GE9,2000.0,100.0,0,03,21
0H7,2680.0,115.0,0,10,28
0I2,2941.0,40.0,0,09,27
0IA0,65.0,65.0,0,H1,
0IA1,42.0,42.0,0,H1,
0IA2,60.0,50.0,0,H1,
0IA4,3000.0,100.0,0,09,27
0IA5,2000.0,60.0,0,17,35
0IA6,2600.0,80.0,0,18,36
0IA7,145.0,145.0,0,H1,
0IA7,45.0,40.0,0,H2,
0IA8,1280.0,70.0,0,18,36
0IA9,50.0,50.0,0,H1,
0ID0,3000.0,80.0,0,07,25
0ID1,1900.0,75.0,0,10,28
0ID2,6507.0,75.0,0,11,29
0ID3,2640.0,50.0,0,07,25
0ID4,3150.0,80.0,0,04,22
0ID5,1460.0,40.0,0,05,23
0ID6,40.0,40.0,0,H1,
0ID7,2600.0,50.0,0,02,20
0ID8,800.0,50.0,0,09,27
0ID9,2308.0,60.0,0,6,24
0II0,1500.0,50.0,0,E,W
0II1,1300.0,60.0,0,09,27
0II2,1300.0,75.0,0,09,27
0II3,2400.0,50.0,0,09,27
0II6,3000.0,100.0,0,06,24
0II7,2500.0,100.0,0,N,S
0II8,1400.0,100.0,0,01,19
0II9,1600.0,75.0,0,18,36
0IL0,30.0,30.0,0,H1,
0IL1,90.0,90.0,0,H1,
0IL2,1600.0,100.0,0,18,36
0IL3,1800.0,200.0,0,18,36
0IL4,40.0,40.0,0,H1,
0IL6,40.0,40.0,0,H1,
0IL6,40.0,40.0,0,H2,
0IL7,2024.0,100.0,0,18,36
0IL8,1600.0,100.0,0,N,S
0IL9,2800.0,100.0,0,E,W
0IN1,2000.0,75.0,0,15,33
0IN2,1300.0,60.0,0,09,27
0IN2,2900.0,60.0,0,18,36
0IN3,2200.0,50.0,0,E,W
0IN4,2440.0,30.0,0,NW,SE
0IN5,1200.0,150.0,0,09,27
0IN7,50.0,50.0,0,H1,
0IN8,50.0,50.0,0,H1,
0IN9,2400.0,100.0,0,E,W
0IS0,40.0,40.0,0,H1,
0IS2,60.0,60.0,0,H1,
0IS3,2500.0,60.0,0,18,36
0IS4,2415.0,60.0,0,18,36
0IS6,100.0,100.0,0,H1,
0IS9,500.0,500.0,0,H1,
0J0,2915.0,80.0,0,17,35
0J8,3200.0,170.0,0,18,36
0JY9,50.0,40.0,0,H1,
0K6,1575.0,150.0,0,17,35
0KS0,2600.0,100.0,0,17,35
0KS2,2400.0,150.0,0,17,35
0KS4,2000.0,65.0,0,18,36
0KS6,2295.0,100.0,0,E,W
0KS7,2000.0,75.0,0,18,36
0KS8,1700.0,60.0,0,17,35
0KS9,3000.0,150.0,0,05,23
0KY0,2300.0,70.0,0,13,31
0KY1,3200.0,75.0,0,10,28
0KY2,35.0,35.0,0,H1,
0KY3,30.0,30.0,0,H1,
0KY4,1675.0,75.0,0,18,36
0KY5,2800.0,100.0,0,07,25
0KY6,80.0,20.0,0,H1,
0KY7,2200.0,60.0,0,N,S
0KY8,2300.0,60.0,0,12,30
0L4,6100.0,80.0,0,18,36
0L6,50.0,50.0,0,H1,
0LA0,25.0,25.0,0,H1,
0LA1,3000.0,100.0,0,17,35
0LA3,2700.0,180.0,0,09,27
0LA4,40.0,40.0,0,H1,
0LA5,400.0,400.0,0,H1,
0LA7,750.0,25.0,0,H1,
0LA8,50.0,50.0,0,H1,
0LA9,2200.0,100.0,0,17,35
0LL0,2030.0,70.0,0,09,27
0LL1,2500.0,120.0,0,18,36
0LL2,2600.0,75.0,0,E,W
0LL3,2000.0,100.0,0,06,24
0LL4,2143.0,100.0,0,09,27
0LL5,2230.0,70.0,0,E,W
0LL6,2600.0,70.0,0,E,W
0LL7,40.0,40.0,0,H1,
0LL9,100.0,100.0,0,H1,
0LS0,3000.0,144.0,0,02,20
0LS3,100.0,100.0,0,H1,
0LS4,1700.0,60.0,0,04,22
0LS5,650.0,250.0,0,18,36
0LS7,3000.0,100.0,0,04,22
0LS8,2500.0,140.0,0,18,36
0LS9,1530.0,75.0,0,18,36
0MA1,60.0,60.0,0,H1,
0MA2,60.0,60.0,0,H1,
0MA3,1600.0,1600.0,0,H1,
0MA4,40.0,40.0,0,H1,
0MA5,100.0,100.0,0,H1,
0MA6,50.0,50.0,0,H1,
0MA9,25.0,25.0,0,H1,
0MD0,79.0,64.0,0,H1,
0MD1,3000.0,50.0,0,08,26
0MD2,2200.0,30.0,0,12,30
0MD2,75.0,75.0,0,H1,
0MD3,90.0,90.0,0,H1,
0MD4,2600.0,100.0,0,18,36
0MD5,90.0,90.0,0,H1,
0MD6,1800.0,60.0,0,05,23
0MD7,100.0,100.0,0,H1,
0MD9,55.0,55.0,0,H1,
0ME4,2000.0,110.0,0,16,34
0ME7,4000.0,400.0,0,17W,35W
0MI1,3500.0,50.0,0,E,W
0MI3,1800.0,100.0,0,04,22
0MI3,2400.0,100.0,0,13,31
0MI3,3700.0,150.0,0,18,36
0MI4,3000.0,100.0,0,N,S
0MI6,2200.0,300.0,0,18,36
0MI7,35.0,35.0,0,H1,
0MI8,1600.0,100.0,0,17,35
0MI8,2800.0,100.0,0,4,22
0MI9,50.0,50.0,0,H1,
0MN0,5500.0,700.0,0,09,27
0MN2,11000.0,3000.0,0,01,19
0MN3,5000.0,100.0,0,06,24
0MN3,5000.0,100.0,0,15,33
0MN4,5000.0,300.0,0,12W,30W
0MN5,2800.0,60.0,0,N,S
0MN6,2500.0,150.0,0,E,W
0MN7,120.0,100.0,0,H1,
0MN8,1650.0,50.0,0,E,W
0MN9,50.0,50.0,0,H1,
0MO0,1685.0,120.0,0,12,30
0MO1,2100.0,50.0,0,08,26
0MO2,1200.0,40.0,0,01,19
0MO4,18.0,18.0,0,H1,
0MO5,1800.0,60.0,0,N,S
0MO7,65.0,65.0,0,H1,
0MO8,2600.0,130.0,0,17,35
0MO9,50.0,50.0,0,H1,
0MS0,3200.0,100.0,0,04,22
0MS2,2300.0,75.0,0,18,36
0MS3,30.0,30.0,0,H1,
0MS5,2700.0,60.0,0,18,36
0MS6,240.0,150.0,0,H1,
0MS7,2100.0,60.0,0,E,W
0MS8,4000.0,75.0,0,18,36
0MS9,3200.0,50.0,0,12,30
0MT1,1500.0,30.0,0,03,21
0MT2,30.0,30.0,0,H1,
0MT3,40.0,40.0,0,H1,
0MT4,1000.0,60.0,0,NE,SW
0MT5,750.0,40.0,0,17,35
0MT6,2400.0,50.0,0,08,26
0MT7,3800.0,50.0,0,14,32
0MT8,100.0,60.0,0,H1,
0MT9,1700.0,52.0,0,12,30
0MU1,2000.0,75.0,0,09,27
0MU2,20.0,20.0,0,H1,
0MU3,60.0,60.0,0,H1,
0MU4,1700.0,60.0,0,11,29
0MU5,30.0,30.0,0,H1,
0MU6,60.0,60.0,0,H1,
0MU7,2600.0,60.0,0,18,36
0MU8,800.0,60.0,0,16,34
0MY0,200.0,60.0,0,H1,
0MY1,30.0,30.0,0,H1,
0N0,2780.0,20.0,0,18,36
0N4,2533.0,28.0,0,04,22
0N5,60.0,60.0,0,H1,
0N6,2048.0,40.0,0,15,33
0NA1,2600.0,50.0,0,08,26
0NA5,2200.0,60.0,0,17,35
0NA9,2200.0,50.0,0,13,31
0NC0,50.0,50.0,0,H1,
0NC2,78.0,65.0,0,H1,
0NC3,70.0,70.0,0,H1,
0NC4,70.0,70.0,0,H1,
0NC5,40.0,40.0,0,H1,
0NC6,200.0,150.0,0,H1,
0NC7,1700.0,75.0,0,03,21
0NC8,2300.0,100.0,0,03,21
0NC9,60.0,60.0,0,H1,
0ND0,2600.0,50.0,0,17,35
0ND6,1600.0,25.0,0,08,26
0ND7,2600.0,60.0,0,N,S
0NE0,2300.0,100.0,0,NE,SW
0NE0,1800.0,100.0,0,NW,SE
0NE1,2500.0,50.0,0,E,W
0NE2,2000.0,50.0,0,N,S
0NE3,40.0,40.0,0,H1,
0NE4,30.0,30.0,0,H1,
0NE6,3500.0,100.0,0,17,35
0NJ0,51.0,44.0,0,H1,
0NJ1,200.0,200.0,0,H1,
0NJ2,200.0,100.0,0,H1,
0NJ3,305.0,140.0,0,H1,
0NJ4,40.0,35.0,0,H1,
0NJ6,2950.0,100.0,0,E,W
0NJ7,75.0,75.0,0,H1,
0NJ8,75.0,75.0,0,H1,
0NJ9,85.0,85.0,0,H1,
0NK0,1400.0,40.0,0,11,29
0NK1,2100.0,100.0,0,18,36
0NK2,3000.0,100.0,0,10,28
0NK3,2700.0,75.0,0,16,34
0NK4,40.0,40.0,0,H1,
0NK5,50.0,50.0,0,H1,
0NK7,50.0,50.0,0,H1,
0NK8,2500.0,50.0,0,04,22
0NK9,1700.0,60.0,0,09,27
0NM0,4210.0,250.0,0,08,26
0NM7,4000.0,60.0,0,03,21
0NM7,7500.0,60.0,0,17,35
0NV1,40.0,40.0,0,H1,
0NY0,3000.0,150.0,0,NW,SE
0NY1,1360.0,125.0,0,03,21
0NY3,1600.0,100.0,0,13,31
0NY4,35.0,35.0,0,H1,
0NY5,100.0,75.0,0,H1,
0NY6,25.0,25.0,0,H1,
0NY7,2000.0,75.0,0,04,22
0NY8,1700.0,100.0,0,09,27
0O0,15840.0,4000.0,0,ALL,WAY
0O4,2702.0,50.0,0,16,34
0O9,2990.0,50.0,0,06,24
0OH1,40.0,40.0,0,H1,
0OH2,2370.0,80.0,0,18,36
0OH3,70.0,70.0,0,H1,
0OH6,800.0,50.0,0,04,22
0OH7,1300.0,70.0,0,09,27
0OH7,2200.0,70.0,0,18,36
0OH8,3000.0,50.0,0,03,21
0OH9,1100.0,75.0,0,06,24
0OI0,12.0,12.0,0,H1,
0OI1,30.0,30.0,0,H1,
0OI2,2200.0,80.0,0,14,32
0OI3,1900.0,70.0,0,09,27
0OI4,2000.0,50.0,0,17,35
0OI6,2600.0,50.0,0,18,36
0OI9,1100.0,100.0,0,10,28
0OK0,2400.0,50.0,0,18,36
0OK1,3200.0,135.0,0,N,S
0OK2,100.0,100.0,0,H1,
0OK3,5000.0,30.0,0,16,34
0OK4,2350.0,40.0,0,04,22
0OK5,2000.0,100.0,0,N,S
0OK6,2400.0,90.0,0,18,36
0OK7,50.0,50.0,0,H1,
0OK8,2500.0,100.0,0,17,35
0OK9,3000.0,100.0,0,01,19
0OK9,2600.0,100.0,0,09,27
0OR0,40.0,40.0,0,H1,
0OR2,50.0,50.0,0,H1,
0OR3,1950.0,100.0,0,10,28
0OR4,60.0,60.0,0,H1,
0OR5,1700.0,100.0,0,09,27
0OR6,2900.0,40.0,0,16,34
0OR7,1900.0,50.0,0,16,34
0OR8,2500.0,75.0,0,07,25
0OR9,1900.0,25.0,0,16,34
0P1,2590.0,128.0,0,16,34
0P2,1000.0,100.0,0,06U,24U
0P2,1000.0,100.0,0,15,33
0PA0,2450.0,300.0,0,01,19
0PA0,2450.0,300.0,0,07,25
0PA0,1800.0,200.0,0,13,31
0PA1,80.0,80.0,0,H1,
0PA2,500.0,100.0,0,11,29
0PA3,1277.0,100.0,0,17,35
0PA4,1515.0,100.0,0,18,36
0PA5,2550.0,125.0,0,10,28
0PA6,1800.0,100.0,0,NE,SW
0PA7,1200.0,100.0,0,04,22
0PA8,90.0,90.0,0,H1,
0PA9,200.0,200.0,0,H1,
0PN0,2000.0,200.0,0,04,22
0PN1,7500.0,800.0,0,06,24
0PN3,80.0,80.0,0,H1,
0PN4,500.0,100.0,0,07,25
0PN5,2400.0,100.0,0,E,W
0PN6,1730.0,100.0,0,NE,SW
0PN7,2800.0,100.0,0,13,31
0PN8,2000.0,100.0,0,NE,SW
0PN9,1800.0,75.0,0,NW,SE
0PS0,2200.0,100.0,0,01,19
0PS1,90.0,90.0,0,H1,
0PS2,70.0,70.0,0,H1,
0PS3,1272.0,100.0,0,06,24
0PS4,2400.0,100.0,0,06,24
0PS5,30.0,30.0,0,H1,
0PS6,120.0,40.0,0,H1,
0PS7,1900.0,150.0,0,08,26
0PS8,65.0,60.0,0,H1,
0PS9,35.0,35.0,0,H1,
0Q3,2700.0,45.0,0,07,25
0Q3,1500.0,50.0,0,17,35
0Q4,2490.0,50.0,0,10,28
0Q9,2480.0,40.0,0,08,26
0R2,2940.0,125.0,0,18,36
0R7,5000.0,75.0,0,17,35
0R9,2600.0,120.0,0,17,35
0S1,2830.0,100.0,0,17,35
0S2,3500.0,240.0,0,17,35
0S5,2400.0,30.0,0,15,33
0SD0,3000.0,100.0,0,15,33
0SD1,1726.0,60.0,0,08,26
0SD2,40.0,40.0,0,H1,
0SD3,3700.0,50.0,0,09,27
0SD4,60.0,60.0,0,H1,
0SD5,16.0,16.0,0,H1,
0SD7,2000.0,50.0,0,NW,SE
0SD9,20.0,20.0,0,H1,
0T3,2600.0,70.0,0,12,30
0T7,2300.0,195.0,0,18,36
0TA0,100.0,100.0,0,H1,
0TA1,2000.0,60.0,0,N,S
0TA2,2300.0,60.0,0,E,W
0TA2,4000.0,60.0,0,N,S
0TA3,2500.0,130.0,0,07,25
0TA3,1500.0,100.0,0,14,32
0TA4,1742.0,50.0,0,15,33
0TA5,200.0,150.0,0,H1,
0TA6,50.0,50.0,0,H1,
0TA6,20.0,15.0,0,H2,
0TA6,20.0,15.0,0,H3,
0TA7,5000.0,100.0,0,05,23
0TA7,5200.0,100.0,0,12,30
0TA7,5100.0,100.0,0,15,33
0TA8,2680.0,45.0,0,N,S
0TA9,35.0,35.0,0,H1,
0TE0,2650.0,50.0,0,03,21
0TE0,3250.0,50.0,0,13,31
0TE1,100.0,100.0,0,H1,
0TE2,800.0,200.0,0,H1,
0TE3,2600.0,400.0,0,17,35
0TE4,3000.0,40.0,0,16,34
0TE5,5992.0,77.0,0,17,35
0TE6,2575.0,50.0,0,16,34
0TE7,6291.0,60.0,0,17,35
0TE8,150.0,150.0,0,H1,
0TE9,150.0,150.0,0,H1,
0TN0,1750.0,100.0,0,17,35
0TN1,8000.0,800.0,0,03W,21W
0TN1,5000.0,500.0,0,09W,27W
0TN1,7000.0,700.0,0,13W,31W
0TN2,1200.0,100.0,0,05,23
0TN3,30.0,30.0,0,H1,
0TN4,50.0,50.0,0,H1,
0TN5,2350.0,100.0,0,09,27
0TN6,1050.0,75.0,0,08,26
0TN7,45.0,45.0,0,H1,
0TN8,75.0,75.0,0,H1,
0TN9,46.0,46.0,0,H1,
0TS1,1750.0,75.0,0,17,35
0TS2,600.0,50.0,0,01,19
0TS2,600.0,50.0,0,09,27
0TS2,600.0,50.0,0,13,31
0TS3,20.0,20.0,0,H1,
0TS4,1800.0,60.0,0,18,36
0TS5,3200.0,180.0,0,05,23
0TS6,20.0,20.0,0,H1,
0TS7,2800.0,100.0,0,18,36
0TS8,910.0,910.0,0,ALL,WAY
0TS9,1260.0,70.0,0,04,22
0TX0,2800.0,200.0,0,14,32
0TX1,3500.0,50.0,0,18,36
0TX2,100.0,100.0,0,H1,
0TX3,20.0,20.0,0,H1,
0TX4,50.0,50.0,0,H1,
0TX5,1800.0,50.0,0,17,35
0TX6,2283.0,80.0,0,14,32
0TX7,2250.0,50.0,0,NE,SW
0TX8,1800.0,55.0,0,17,35
0TX9,2300.0,100.0,0,09,27
0TX9,2000.0,100.0,0,18,36
0U0,4000.0,100.0,0,16,34
0U1,2850.0,135.0,0,02,20
0U2,4700.0,100.0,0,12,30
0U3,2150.0,15.0,0,03,21
0U7,2500.0,140.0,0,05,23
0U8,4950.0,200.0,0,09,27
0U9,2875.0,60.0,0,08,26
0VA1,2000.0,50.0,0,14,32
0VA2,2000.0,70.0,0,14,32
0VA3,2200.0,70.0,0,04,22
0VA4,2100.0,90.0,0,17,35
0VA5,3900.0,60.0,0,04,22
0VA6,100.0,100.0,0,H1,
0VA8,1800.0,80.0,0,14,32
0VA9,1000.0,30.0,0,02,20
0VI1,3000.0,60.0,0,05,23
0W0,9500.0,300.0,0,18W,36W
0W7,10000.0,4000.0,0,12,30
0WA0,48.0,16.0,0,H1,
0WA1,2000.0,50.0,0,16,34
0WA2,2364.0,60.0,0,N,S
0WA3,40.0,40.0,0,H1,
0WA4,100.0,50.0,0,H1,
0WA5,24.0,12.0,0,H1,
0WA5,24.0,12.0,0,H2,
0WA6,70.0,70.0,0,H1,
0WA7,20.0,20.0,0,H1,
0WA8,40.0,40.0,0,H1,
0WA9,100.0,100.0,0,H1,
0WI0,43.0,44.0,0,H1,
0WI1,10000.0,4000.0,0,03W,21W
0WI1,3200.0,40.0,0,04,22
0WI2,2600.0,60.0,0,03,21
0WI3,60.0,60.0,0,H1,
0WI4,3200.0,40.0,0,08,26
0WI5,2000.0,100.0,0,09,27
0WI6,1300.0,60.0,0,E,W
0WI7,2100.0,150.0,0,09,27
0WI7,1500.0,100.0,0,18,36
0WI8,1200.0,100.0,0,09,27
0WI8,1400.0,200.0,0,18,36
0WI9,2600.0,70.0,0,18,36
0WN0,1050.0,28.0,0,09,27
0WN1,1800.0,40.0,0,12,30
0WN2,1200.0,50.0,0,07,25
0WN4,100.0,100.0,0,H1,
0WN5,150.0,50.0,0,10U,28U
0WN6,12.0,12.0,0,H1,
0WN7,40.0,40.0,0,H1,
0WN8,38.0,10.0,0,H1,
0WN9,1055.0,100.0,0,16,34
0WS7,1400.0,130.0,0,18,36
0WS7,900.0,130.0,0,9,27
0WY0,2000.0,30.0,0,18,36
0WY1,3400.0,70.0,0,06,24
0XA0,61.0,54.0,0,H1,
0XA0,56.0,56.0,0,H2,
0XA1,30.0,30.0,0,H1,
0XA2,40.0,40.0,0,H1,
0XA3,27.0,27.0,0,H1,
0XA3,30.0,27.0,0,H2,
0XA4,5000.0,75.0,0,15,33
0XA5,3800.0,75.0,0,13,31
0XA6,50.0,50.0,0,H1,
0XA7,2400.0,100.0,0,10,28
0XA7,150.0,150.0,0,H1,
0XA8,1000.0,130.0,0,11,29
0XA8,1000.0,150.0,0,14,32
0XA8,20.0,24.0,0,H1,
0XA9,46.0,46.0,0,H1,
0XS0,3300.0,150.0,0,08,26
0XS0,2500.0,150.0,0,15,33
0XS1,1500.0,60.0,0,14,32
0XS2,3700.0,30.0,0,04,22
0XS3,30.0,30.0,0,H1,
0XS4,50.0,50.0,0,H1,
0XS5,26.0,26.0,0,H1,
0XS6,3000.0,75.0,0,17,35
0XS7,6000.0,60.0,0,13,31
0XS8,3200.0,30.0,0,12,30
0XS9,1200.0,100.0,0,17,35
0Y4,2500.0,90.0,0,17,35
0Y6,3380.0,100.0,0,18,36
0Z2,1000.0,22.0,0,16,34
0Z3,1400.0,100.0,0,NE,SW
10AK,800.0,80.0,0,07,25
10AL,65.0,65.0,0,H1,
10AZ,3407.0,150.0,0,08,26
10CA,30.0,30.0,0,H1,
10CL,2300.0,40.0,0,E,W
10CN,60.0,60.0,0,H1,H1
10D,3248.0,200.0,0,09,27
10F,3600.0,200.0,0,18,36
10FA,2575.0,30.0,0,11,29
10FD,1500.0,100.0,0,01,19
10FL,65.0,65.0,0,H1,
10GA,2100.0,150.0,0,15,33
10IA,2405.0,85.0,0,17,35
10ID,3000.0,40.0,0,NE,SW
10II,40.0,40.0,0,H1,
10IL,300.0,200.0,0,H1,
10IN,2600.0,100.0,0,18,36
10IN,40.0,20.0,0,H1,
10KS,64.0,64.0,0,H1,
10KY,30.0,30.0,0,H1,
10LA,2144.0,150.0,0,18,36
10LA,50.0,50.0,0,H1,
10MA,4000.0,800.0,0,01,19
10MI,100.0,100.0,0,H1,
10MN,4000.0,500.0,0,01W,19W
10MN,4000.0,1000.0,0,11W,29W
10MS,50.0,50.0,0,H1,
10MT,1500.0,60.0,0,E,W
10MT,2000.0,60.0,0,N,S
10MT,1600.0,60.0,0,NW,SE
10MU,65.0,65.0,0,H1,
10NC,2450.0,80.0,0,13,31
10ND,1300.0,50.0,0,09,27
10ND,1800.0,50.0,0,18,36
10NE,67.0,60.0,0,H1,
10NH,45.0,12.0,0,H1,
10NJ,75.0,75.0,0,H1,
10NK,40.0,40.0,0,H1,
10NY,50.0,30.0,0,H1,
10OH,1400.0,100.0,0,16,34
10OK,2600.0,150.0,0,17,35
10OR,1000.0,100.0,0,02,20
10PA,30.0,30.0,0,H1,
10PN,200.0,75.0,0,H1,
10SC,200.0,200.0,0,H1,
10TA,300.0,200.0,0,H1,
10TE,1975.0,50.0,0,14,32
10TN,1200.0,120.0,0,05,23
10TS,900.0,60.0,0,16,34
10TX,50.0,50.0,0,H1,
10UT,100.0,30.0,0,H1,
10VA,1800.0,20.0,0,05,23
10VG,30.0,30.0,0,H1,H1
10WA,2200.0,60.0,0,N,S
10WI,2100.0,200.0,0,18,36
10WY,4500.0,100.0,0,05,23
10XA,2300.0,20.0,0,14,32
10XS,3000.0,75.0,0,17,35
11AK,2400.0,30.0,0,08,26
11AK,1000.0,30.0,0,15,33
11AL,1600.0,75.0,0,H1,
11AL,1482.0,75.0,0,H2,
11AL,1238.0,75.0,0,H3,
11AL,1000.0,75.0,0,H4,
11AL,1600.0,75.0,0,H5,
11AR,60.0,60.0,0,H1,
11AZ,3850.0,150.0,0,08,26
11CA,1800.0,40.0,0,07,25
11CL,5875.0,80.0,0,07,25
11FA,2465.0,130.0,0,18,36
11FD,30.0,22.0,0,H1,
11FL,3000.0,200.0,0,18,36
11G,2530.0,60.0,0,07,25
11GA,24.0,24.0,0,H1,
11GE,50.0,50.0,0,H1,
11IA,1320.0,100.0,0,18,36
11II,4220.0,72.0,0,18,36
11IL,44.0,44.0,0,H1,
11IN,2700.0,90.0,0,E,W
11IS,40.0,40.0,0,H1,
11KS,1600.0,70.0,0,04,22
11KS,2000.0,70.0,0,18,36
11KY,85.0,85.0,0,H1,
11LA,2000.0,100.0,0,03,21
11LA,2000.0,100.0,0,18,36
11LA,48.0,48.0,0,H1,
11LL,2250.0,100.0,0,N,S
11LS,1800.0,90.0,0,07,25
11LS,1300.0,100.0,0,09,27
11M,3000.0,60.0,0,17,35
11MA,1200.0,42.0,0,04,22
11MD,2500.0,75.0,0,16,34
11MI,50.0,50.0,0,H1,
11MO,2100.0,70.0,0,18,36
11MT,1257.0,30.0,0,10,28
11MT,1769.0,30.0,0,18,36
11N,2900.0,50.0,0,17,35
11NC,40.0,40.0,0,H1,
11NE,2500.0,100.0,0,12,30
11NJ,100.0,100.0,0,H1,
11NK,2400.0,50.0,0,03,21
11NY,1600.0,50.0,0,E,W
11OA,2300.0,100.0,0,11,29
11OG,2400.0,60.0,0,10,28
11OR,2225.0,40.0,0,05,23
11PN,2500.0,100.0,0,03,21
11S,2997.0,50.0,0,08,26
11TA,180.0,90.0,0,H1,
11TE,1900.0,50.0,0,15,33
11TN,2800.0,75.0,0,01,19
11TN,2600.0,75.0,0,07,25
11TS,2370.0,50.0,0,02,20
11TX,2000.0,80.0,0,17,35
11VA,45.0,45.0,0,H1,
11VG,1800.0,70.0,0,15,33
11WA,2400.0,50.0,0,03,21
11WI,100.0,100.0,0,H1,
11WN,3000.0,350.0,0,09,27
11WN,1800.0,350.0,0,17,35
11Y,500.0,20.0,0,09,27
11Y,1000.0,60.0,0,18,36
12A,3133.0,40.0,0,18,36
12AL,1600.0,75.0,0,H1,
12AL,1600.0,75.0,0,H2,
12AL,1600.0,75.0,0,H3,
12AL,1600.0,75.0,0,H4,
12AR,2600.0,100.0,0,18,36
12AZ,2400.0,100.0,0,E,W
12CA,1800.0,100.0,0,07,25
12CL,2790.0,40.0,0,14,32
12CO,1400.0,50.0,0,17,35
12FA,1800.0,80.0,0,18,36
12FD,40.0,40.0,0,H1,
12FL,2463.0,200.0,0,02W,20W
12FL,2721.0,200.0,0,08W,26W
12GA,50.0,50.0,0,H1,
12GE,2100.0,75.0,0,07W,25W
12I,16000.0,2000.0,0,18,36
12I,25000.0,2000.0,0,N,S
12IA,1350.0,200.0,0,09,27
12ID,2000.0,100.0,0,N,S
12II,2500.0,75.0,0,E,W
12IL,1300.0,100.0,0,E,W
12IN,1930.0,50.0,0,08,26
12IS,50.0,50.0,0,H1,
12JY,320.0,220.0,0,B1,
12KS,2600.0,50.0,0,17,35
12KY,2500.0,100.0,0,13,31
12LA,3500.0,85.0,0,18,36
12LL,2200.0,120.0,0,09,27
12LS,2100.0,70.0,0,01,19
12MA,400.0,200.0,0,H1,
12MD,40.0,40.0,0,H1,
12ME,1500.0,50.0,0,15,33
12MI,1852.0,100.0,0,18,36
12MO,3000.0,50.0,0,NE,SW
12MS,1100.0,75.0,0,12,30
12MT,1780.0,55.0,0,02,20
12MT,1640.0,85.0,0,16,34
12NC,3575.0,150.0,0,01,19
12NC,3678.0,150.0,0,05,23
12NC,3500.0,150.0,0,10,28
12ND,2000.0,100.0,0,14,32
12NE,2000.0,40.0,0,17,35
12NH,1800.0,200.0,0,05,23
12NK,2600.0,125.0,0,01,19
12NM,5000.0,60.0,0,08,26
12NY,300.0,150.0,0,H1,
12OA,60.0,60.0,0,H1,
12OH,1030.0,100.0,0,17,35
12OK,3350.0,50.0,0,02,20
12OR,2200.0,75.0,0,06,24
12PA,180.0,150.0,0,H1,
12PN,60.0,60.0,0,H1,
12PS,65.0,65.0,0,H1,
12S,2104.0,29.0,0,14,32
12SC,2400.0,100.0,0,09,27
12T,40.0,40.0,0,H1,
12TA,20.0,20.0,0,H1,
12TE,2300.0,200.0,0,15,33
12TN,2600.0,40.0,0,05,23
12TS,1600.0,50.0,0,17L,35R
12TS,1600.0,50.0,0,17R,35L
12TT,2480.0,50.0,0,2,20
12TX,2000.0,100.0,0,16,34
12VA,2150.0,50.0,0,14,32
12WA,1550.0,200.0,0,03,21
12WI,60.0,50.0,0,H1,
12WT,2200.0,80.0,0,06,24
12WV,1292.0,40.0,0,18,36
12WV,1053.0,40.0,0,6,24
12WY,2500.0,50.0,0,16,34
12XS,2450.0,40.0,0,18,36
13AK,980.0,45.0,0,09,27
13AL,1600.0,50.0,0,H1,
13AL,1600.0,100.0,0,H2,
13AL,1600.0,50.0,0,H3,
13AL,1600.0,50.0,0,H4,
13AL,1600.0,100.0,0,H5,
13AL,1600.0,100.0,0,H6,
13AR,40.0,40.0,0,H1,
13AZ,1100.0,75.0,0,03,21
13CA,20.0,20.0,0,H1,
13CA,20.0,20.0,0,H2,
13CA,20.0,20.0,0,H3,
13CL,1950.0,50.0,0,16,34
13CO,15.0,15.0,0,H1,
13D,18.0,18.0,0,H1,
13FA,2300.0,100.0,0,18,36
13FD,40.0,40.0,0,H1,
13FL,500.0,200.0,0,H1,
13FL,300.0,100.0,0,H2,
13GA,3400.0,150.0,0,16,34
13GE,2600.0,60.0,0,11,29
13IA,850.0,60.0,0,09,27
13ID,1600.0,100.0,0,N,S
13II,50.0,50.0,0,H1,
13IN,2200.0,60.0,0,18,36
13JY,50.0,50.0,0,H1,
